번호,작성자,작성일,댓글,회차,좋아요,대댓글수
3664,셀세타,21.05.27,이로써 이유경이 수천계에서 돌아서는건가?,절륜환관 191화,좋아요,댓글 달기
3665,잠퉁이,21.05.26,"이유경 본인의 아이때의 기억이구먼..
이렇게 수천계와 멀어지는건가??",절륜환관 191화,좋아요,댓글 달기
3666,브라더,21.05.26,자광겸단 나와서 탄생이야기는 아닌거 같은디 음 뭐지 자기 어렸을적 과거인가 근데 오늘 연재 날 아닌데 ㄱㅇㄷ,절륜환관 191화,좋아요,댓글 달기
3667,돌팔이의사,21.05.26,그건가 규화보전 탄생과거 이야기인가,절륜환관 191화,좋아요,1
3668,Qoeprod,21.05.26,으음?,절륜환관 191화,좋아요,댓글 달기
3669,루시팔,21.05.26,"학이 물어다준다는게 학계의 정설임
암튼임(또르륵)",절륜환관 190화,좋아요,댓글 달기
3670,늘푸르른남자,21.05.26,"영화 - 상화 나와서 작가님이 잘못썼나 했는데, 1번과 2번이었군요.",절륜환관 190화,좋아요,댓글 달기
3671,곽거병,21.05.26,"이유경 몸 섞었다고 마교로부터 지켜주고 황제의 분노도 막아주는 스토리는 뻔하잖아
한번 꺽어줘",절륜환관 190화,좋아요,댓글 달기
3672,천마,21.05.26,잘보고 갑니다,절륜환관 190화,좋아요,댓글 달기
3673,john3509aa,21.05.26,흠ㅡㆍㅡ,절륜환관 190화,좋아요,댓글 달기
3674,브라더,21.05.25,ㅋㅋㅋ 다음 하이라이트 목요일 10시,절륜환관 190화,좋아요,댓글 달기
3675,mk,21.05.25,"너무 생략된 부분이 많은 듯.
자세히 써주세요.",절륜환관 190화,좋아요,댓글 달기
3676,wkkLoq,21.05.25,? 의심하고 있으면서 쟤 죽도록 놔둔건 일부러 그런거지? 아니면 능지문젠데,절륜환관 87화,좋아요,댓글 달기
3677,송아랑,21.05.25,이걸 여기에서 끊다니!!,절륜환관 189화,좋아요,댓글 달기
3678,늘푸르른남자,21.05.25,189화에 이르러 독자들도 작가도 주인공도 원하는 바를 이루었구나,절륜환관 189화,좋아요,댓글 달기
3679,천마,21.05.25,잘보고 갑니다,절륜환관 189화,좋아요,댓글 달기
3680,호에에에에,21.05.25,어머나,절륜환관 189화,좋아요,댓글 달기
3681,세월은구름처럼,21.05.24,크흠크흐흐음,절륜환관 189화,좋아요,댓글 달기
3682,john3509aa,21.05.24,훠훠,절륜환관 189화,좋아요,댓글 달기
3683,연록흔好,21.05.24,아ㅡㅡ바지춤의 사고는 굉장히 위험하죠,절륜환관 172화,좋아요,댓글 달기
3684,JasonK,21.05.24,고자가 생겼으니 개같은 소리 맞기는 하네 에휴 그러게 잘하지,절륜환관 188화,좋아요,댓글 달기
3685,연록흔好,21.05.24,몰살,절륜환관 164화,좋아요,댓글 달기
3686,연록흔好,21.05.24,공포최고치,절륜환관 161화,좋아요,댓글 달기
3687,연록흔好,21.05.24,"여러가지 하시네ㅡ해남오빠들
선을 넘어요 선을",절륜환관 160화,좋아요,댓글 달기
3688,연록흔好,21.05.24,"대단한 음공이외다ㅡㅡ다시돌아 가시요
해남파 장문인들아!",절륜환관 159화,좋아요,댓글 달기
3689,연록흔好,21.05.24,니들 밤에 조심해라ㅡ다들 염라대왕각이네,절륜환관 154화,좋아요,댓글 달기
3690,호에에에에,21.05.23,작가님 제발 3달치 만 일단 풀어 주세요ㅠ,절륜환관 188화,좋아요,댓글 달기
3691,정연,21.05.23,아니 ..다음편이없어,절륜환관 188화,좋아요,댓글 달기
3692,손꾸락,21.05.23,억~~설마설마 했는데 마공을 컥~~~,절륜환관 188화,좋아요,댓글 달기
3693,늘푸르른남자,21.05.23,아 여기서 끊는건 좀…,절륜환관 188화,좋아요,댓글 달기
3694,XAQTNESNRELHYFE,21.05.23,생각해보니까 환골탈태해서 환관이 아니게 되면 주인공 품계 제한도 뚫리는거니까 반대파 입장에선 제대로 망한거네,절륜환관 188화,좋아요,댓글 달기
3695,천마,21.05.23,잘보고 갑니다,절륜환관 188화,좋아요,댓글 달기
3696,브라더,21.05.23,안돼 제발... 더 연참 해주세요 작가님 ㅜ ㅜ,절륜환관 188화,좋아요,댓글 달기
3697,총범,21.05.23,응애 글 더줘,절륜환관 188화,좋아요,댓글 달기
3698,ssp0521@han,21.05.23,니들은 ♩됐다는 거쥐 ㅋㅑㅋㅑㅋㅑ,절륜환관 188화,좋아요,댓글 달기
3699,나야나!,21.05.22,으아..여자들과 어떻게 합을 맞춰 이유경까지 살릴건지 궁금,절륜환관 187화,좋아요,댓글 달기
3700,호에에에에,21.05.22,엄청나.......그게.......,절륜환관 187화,좋아요,댓글 달기
3701,데스파티스,21.05.22,다음 부터가 진짜 재밌겠네요,절륜환관 187화,좋아요,댓글 달기
3702,천마,21.05.22,잘보고 갑니다,절륜환관 187화,좋아요,댓글 달기
3703,김군협,21.05.22,재미있는데 왜 달동네에서는 그 ㅈㄹ인지 모르겠넹..,절륜환관 187화,좋아요,댓글 달기
3704,파이스,21.05.22,아...동방불패는 못참지ㅋㅋㅋ,절륜환관 187화,좋아요,댓글 달기
3705,류흠냥,21.05.21,환속이다!!!!,절륜환관 187화,좋아요,댓글 달기
3706,셀세타,21.05.21,일단 진명의 넘쳐나는 음기를 한빙공 가진 영화한테 특별한?거 해서 넘겨줘서 진명 균형맞추고 영화는 절대고수?쯤 된다치고 그럼 이유경 살리는 양기는 어디서 보충해오는거지? 셋이서 특별한?거해서 전달전달로 영화한테 몰아주는건가?,절륜환관 187화,좋아요,댓글 달기
3707,귀차니즘,21.05.21,임청하....동방불패ㅋㅋ 자웅동체냐....,절륜환관 187화,좋아요,댓글 달기
3708,늘푸르른남자,21.05.21,이유경은 한빙공 안배웠나?,절륜환관 187화,좋아요,댓글 달기
3709,굵은악마,21.05.21,끼요옷,절륜환관 187화,좋아요,댓글 달기
3710,늘푸르른남자,21.05.21,가짜 탈태를 준비 했는데 진짜 탈태 하는거 아님? ㅋㅋ,절륜환관 186화,좋아요,댓글 달기
3711,코르데리아,21.05.21,오옷ㆍㅇㆍ 두근두근,절륜환관 186화,좋아요,댓글 달기
3712,천마,21.05.21,잘보고 갑니다,절륜환관 186화,좋아요,댓글 달기
3713,곽거병,21.05.21,수향과 이유경 어찌 처리 할런지 궁금,절륜환관 186화,좋아요,댓글 달기
3714,호에에에에,21.05.20,작가님 응원합니다 몸 관리 잘하셔요,절륜환관 186화,좋아요,댓글 달기
3715,흐구흐구,21.05.20,고자가 아닌자가 계속 경지에 오르려면 강한 음기가 필요하다는거 보면 결국 나중가서 이유경은 냉동고 취급인건가,절륜환관 186화,좋아요,댓글 달기
3716,류흠냥,21.05.20,잘봣습니다. 탈태가 코앞이군요,절륜환관 186화,좋아요,댓글 달기
3717,ㄴㄴ,21.05.20,기다렸어용,절륜환관 186화,좋아요,댓글 달기
3718,세월은구름처럼,21.05.19,오늘 쉬는 날인거 아는데 휴재가 너무길어서 너무 보고싶다ㅠ.ㅠ,절륜환관 185화,좋아요,댓글 달기
3719,코르데리아,21.05.19,"재밌는데. 난재밌게보고있어요.
돌아와요~ 작가님ㆍㅇㆍ",절륜환관 185화,좋아요,댓글 달기
3720,ㅋㄱ,21.05.19,다음내용 가다듬을라고 휴재하는가아녜요? 내용 깔끔한게 차라리 남,절륜환관,좋아요,댓글 달기
3721,유져14,21.05.18,작품은 재밌는데 연재 주기도 변하고 휴재도 잦아지고  그냥 한참 지난뒤에 찾아봐야겠네요,절륜환관,좋아요,댓글 달기
3722,석원,21.05.17,"작가님 오늘 휴재 이유 : 수 시간, 수천자의 노력이 누군가의 말 몇 마디로 인해 쓰레기가 되어버리는 요즘 현실에 지겨워지고, 작가도 사람인지라 쓸 맛이 안나서 며칠 더 쉴 수도 있음 (출처 : 타 플랫폼 공지 내용)",절륜환관 185화,좋아요,9
3723,천마,21.05.16,잘보고 갑니다,절륜환관 185화,좋아요,댓글 달기
3724,풍암,21.05.15,마누라가 4명되겠네. 복받았어,절륜환관 185화,좋아요,댓글 달기
3725,천마,21.05.15,잘보고 갑니다,절륜환관 184화,좋아요,댓글 달기
3726,개념원리,21.05.14,1등인가,절륜환관 184화,좋아요,댓글 달기
3727,천마,21.05.14,잘보고 갑니다,절륜환관 183화,좋아요,댓글 달기
3728,엘뤼엔,21.05.14,했을거 같진 않아 보입니다. 유월루에 오는 손님들 중에 저런 비슷한 짓거리 시도한 인물들이 한둘이 아닐텐데... 유월루 식구들에게 털리는걸 떠나서 그런 행위를 범죄라고 배우며 자랐을 장진명에겐 상정외의 사태랄까요. 그냥 태의 양반 섭외해서 최후의 수단으로 곤음설련실 먹을거 하고 쇼할 목적이었을텐데... 이건 뭐 환관에서 벗어나기 무섭게 동정 떼게 생겼음,절륜환관 183화,좋아요,1
3729,엘뤼엔,21.05.14,제일 만만한 하인들(문제 생겨도 푼돈으로 무마 가능하겠죠) 먹을 술이랑 바꿔치기 했을거고... 저 와중에 이유경이 드디어 장진명 뒈짖한다고 자축 겸사해서 하인들 먹을 잉여 술병에서 저 약들어간 술을 골라버린거 같달까요. 장진명이 여자 대하는건 신사적이라 이유경에게 일부로 약 먹여서 처녀를 취한다는 전개(...)는 유월루에서 자라난 장진명의 성정상,절륜환관 183화,좋아요,댓글 달기
3730,엘뤼엔,21.05.13,"아무래도 저런 혼인이라는 축제판이 벌어진 상황에서 제갈가나 장진명이나 둘 다 수천계에게 찍혔을테니 혹려 모를 독의 위험을 피하려고, 혼례식 준비 과정에서 상에 올라갈 술을 바꿔치기 했을겁니다. 아무래도 혼례상에 올라가는 것과 황실 인물들의 상에 올라갈 술이  위험하지 그 외의 거는 안전할테니",절륜환관 183화,좋아요,댓글 달기
3731,엘뤼엔,21.05.13,정황으로 봤을때 제갈수향이 찜찜해서 또 바꿔치기한거 같은 모양이네요. 그걸 이유경이 자축하려고 또 생각없이 마셔버렸다가 저 난리가 난거 같고요.,절륜환관 183화,좋아요,댓글 달기
3732,푸킵푸킵,21.05.13,"다음화 예상
이유경: 흐응~
진명: 끼요옷~!!!!!",절륜환관 183화,좋아요,댓글 달기
3733,호에에에에,21.05.13,머지 ㅋㅋ빨리 다음화!,절륜환관 183화,좋아요,댓글 달기
3734,류흠냥,21.05.13,제갈수향이 바꿔치기한건가??,절륜환관 183화,좋아요,댓글 달기
3735,john3509aa,21.05.13,"ㄹㅇㅋㅋ
좀 노골적으로 엮으려하는거지만
뭐 어떠냐
환골탈태 드가자!",절륜환관 183화,좋아요,댓글 달기
3736,?!,21.05.13,♪♬♪♪인가ㅋㅋㅋㅋㅋ 기루면 하인들한테 몰래 먹여서 확인을 해보던갘ㅋㅋㅋㅋㅋㅋㅋㅋ  그걸 확인한답시고 지가 왜쳐먹어ㅋㅋㅋㅋㅋㅋㅋㅋ,절륜환관 183화,좋아요,댓글 달기
3737,셀세타,21.05.13,뭐지? 스스로 마셔서 살리는과정에서 드러나게하는거라기에는 자기 순결이 걸린 문제일텐데?,절륜환관 183화,좋아요,댓글 달기
3738,ㄴㄴ,21.05.13,ㅋㅋㅋㅋ 뜬금없이 머냐 ㅋㅋㅋ 이유경이가 최음산이 아니라 독이였는지 먹어봤나?ㅋㅋㅋ,절륜환관 183화,좋아요,댓글 달기
3739,악마의미소,21.05.13,힘센 똘똘이 등장 ㅋㅋ,절륜환관 180화,좋아요,댓글 달기
3740,천마,21.05.12,잘보고 갑니다,절륜환관 182화,좋아요,댓글 달기
3741,천마,21.05.12,잘보고 갑니다,절륜환관 181화,좋아요,댓글 달기
3742,천마,21.05.12,잘보고 갑니다,절륜환관 180화,좋아요,댓글 달기
3743,천마,21.05.12,잘보고 갑니다,절륜환관 179화,좋아요,댓글 달기
3744,천마,21.05.12,잘보고 갑니다,절륜환관 178화,좋아요,댓글 달기
3745,천마,21.05.12,잘보고 갑니다,절륜환관 177화,좋아요,댓글 달기
3746,늘푸르른남자,21.05.12,아 짤리는구나,절륜환관 182화,좋아요,댓글 달기
3747,천마,21.05.12,잘보고 갑니다,절륜환관 176화,좋아요,댓글 달기
3748,천마,21.05.12,잘보고 갑니다,절륜환관 175화,좋아요,댓글 달기
3749,천마,21.05.12,잘보고 갑니다,절륜환관 174화,좋아요,댓글 달기
3750,천마,21.05.12,잘보고 갑니다,절륜환관 173화,좋아요,댓글 달기
3751,천마,21.05.12,잘보고 갑니다,절륜환관 172화,좋아요,댓글 달기
3752,천마,21.05.12,잘보고 갑니다,절륜환관 171화,좋아요,댓글 달기
3753,천마,21.05.12,잘보고 갑니다,절륜환관 170화,좋아요,댓글 달기
3754,천마,21.05.12,잘보고 갑니다,절륜환관 169화,좋아요,댓글 달기
3755,천마,21.05.12,잘보고 갑니다,절륜환관 168화,좋아요,댓글 달기
3756,천마,21.05.12,잘보고 갑니다,절륜환관 166화,좋아요,댓글 달기
3757,천마,21.05.12,잘보고 갑니다,절륜환관 165화,좋아요,댓글 달기
3758,천마,21.05.12,잘보고 갑니다,절륜환관 164화,좋아요,댓글 달기
3759,천마,21.05.12,잘보고 갑니다,절륜환관 163화,좋아요,댓글 달기
3760,천마,21.05.12,잘보고 갑니다,절륜환관 162화,좋아요,댓글 달기
3761,천마,21.05.12,잘보고 갑니다,절륜환관 161화,좋아요,댓글 달기
3762,천마,21.05.12,잘보고 갑니다,절륜환관 160화,좋아요,댓글 달기
3763,천마,21.05.12,잘보고 갑니다,절륜환관 159화,좋아요,댓글 달기
3764,천마,21.05.12,잘보고 갑니다,절륜환관 158화,좋아요,댓글 달기
3765,천마,21.05.12,잘보고 갑니다,절륜환관 156화,좋아요,댓글 달기
3766,천마,21.05.12,잘보고 갑니다,절륜환관 154화,좋아요,댓글 달기
3767,천마,21.05.12,잘보고 갑니다,절륜환관 153화,좋아요,댓글 달기
3768,천마,21.05.12,잘보고 갑니다,절륜환관 152화,좋아요,댓글 달기
3769,천마,21.05.12,잘보고 갑니다,절륜환관 151화,좋아요,댓글 달기
3770,천마,21.05.12,잘보고 갑니다,절륜환관 150화,좋아요,댓글 달기
3771,천마,21.05.12,잘보고 갑니다,절륜환관 149화,좋아요,댓글 달기
3772,천마,21.05.12,잘보고 갑니다,절륜환관 148화,좋아요,댓글 달기
3773,천마,21.05.12,잘보고 갑니다,절륜환관 147화,좋아요,댓글 달기
3774,천마,21.05.12,잘보고 갑니다,절륜환관 146화,좋아요,댓글 달기
3775,천마,21.05.12,잘보고 갑니다,절륜환관 144화,좋아요,댓글 달기
3776,천마,21.05.12,잘보고 갑니다,절륜환관 143화,좋아요,댓글 달기
3777,천마,21.05.12,잘보고 갑니다,절륜환관 142화,좋아요,댓글 달기
3778,천마,21.05.12,잘보고 갑니다,절륜환관 141화,좋아요,댓글 달기
3779,천마,21.05.12,잘보고 갑니다,절륜환관 140화,좋아요,댓글 달기
3780,천마,21.05.12,잘보고 갑니다,절륜환관 138화,좋아요,댓글 달기
3781,천마,21.05.12,잘보고 갑니다,절륜환관 137화,좋아요,댓글 달기
3782,천마,21.05.12,잘보고 갑니다,절륜환관 136화,좋아요,댓글 달기
3783,천마,21.05.12,잘보고 갑니다,절륜환관 135화,좋아요,댓글 달기
3784,천마,21.05.12,잘보고 갑니다,절륜환관 134화,좋아요,댓글 달기
3785,천마,21.05.12,잘보고 갑니다,절륜환관 133화,좋아요,댓글 달기
3786,천마,21.05.12,잘보고 갑니다,절륜환관 132화,좋아요,댓글 달기
3787,천마,21.05.12,잘보고 갑니다,절륜환관 131화,좋아요,댓글 달기
3788,천마,21.05.12,잘보고 갑니다,절륜환관 130화,좋아요,댓글 달기
3789,천마,21.05.12,잘보고 갑니다,절륜환관 129화,좋아요,댓글 달기
3790,천마,21.05.12,잘보고 갑니다,절륜환관 128화,좋아요,댓글 달기
3791,천마,21.05.12,잘보고 갑니다,절륜환관 127화,좋아요,댓글 달기
3792,천마,21.05.12,잘보고 갑니다,절륜환관 126화,좋아요,1
3793,천마,21.05.12,잘보고 갑니다,절륜환관 125화,좋아요,댓글 달기
3794,천마,21.05.12,잘보고 갑니다,절륜환관 124화,좋아요,댓글 달기
3795,천마,21.05.12,잘보고 갑니다,절륜환관 122화,좋아요,댓글 달기
3796,천마,21.05.12,잘보고 갑니다,절륜환관 121화,좋아요,댓글 달기
3797,천마,21.05.12,잘보고 갑니다,절륜환관 120화,좋아요,댓글 달기
3798,천마,21.05.12,잘보고 갑니다,절륜환관 119화,좋아요,댓글 달기
3799,천마,21.05.12,잘보고 갑니다,절륜환관 117화,좋아요,댓글 달기
3800,천마,21.05.12,잘보고 갑니다,절륜환관 114화,좋아요,댓글 달기
3801,천마,21.05.12,잘보고 갑니다,절륜환관 113화,좋아요,댓글 달기
3802,천마,21.05.12,잘보고 갑니다,절륜환관 112화,좋아요,댓글 달기
3803,🔥타는돌,21.05.12,이런 저런 이유로 다음 편에서도 못 먹을것 같은 이 불길함은 뭐지?,절륜환관 182화,좋아요,댓글 달기
3804,천마,21.05.12,잘보고 갑니다,절륜환관 111화,좋아요,댓글 달기
3805,호에에에에,21.05.12,아 빨리 다음편ㅠ,절륜환관 182화,좋아요,댓글 달기
3806,큐27큐,21.05.11,이제시작아니냐?ㅋㅋㅋ,절륜환관 180화,좋아요,댓글 달기
3807,이런들저런들,21.05.11,화경 가즈아아,절륜환관 182화,좋아요,댓글 달기
3808,곽거병,21.05.11,이유경이 독을 구할 수 있었던 것 그 자체가 손바닥 안이지,절륜환관 182화,좋아요,댓글 달기
3809,셀세타,21.05.11,예상했던일이었나? 절단신공이~~~~,절륜환관 182화,좋아요,댓글 달기
3810,잠퉁이,21.05.11,이렇게 영약을.. ㅎ,절륜환관 182화,좋아요,댓글 달기
3811,쭈남,21.05.11,진명 : ㅋ,절륜환관 182화,좋아요,댓글 달기
3812,john3509e,21.05.11,자~화경 드가자~~,절륜환관 182화,좋아요,댓글 달기
3813,루시팔,21.05.11,이거 각이네!,절륜환관 181화,좋아요,댓글 달기
3814,호에에에에,21.05.11,작가님 한20편만 올려주세욧,절륜환관 181화,좋아요,댓글 달기
3815,천마,21.05.11,잘보고 갑니다,절륜환관 110화,좋아요,댓글 달기
3816,천마,21.05.11,잘보고 갑니다,절륜환관 109화,좋아요,댓글 달기
3817,천마,21.05.11,잘보고 갑니다,절륜환관 108화,좋아요,댓글 달기
3818,천마,21.05.11,잘보고 갑니다,절륜환관 107화,좋아요,댓글 달기
3819,천마,21.05.11,잘보고 갑니다,절륜환관 105화,좋아요,댓글 달기
3820,천마,21.05.11,잘보고 갑니다,절륜환관 104화,좋아요,댓글 달기
3821,천마,21.05.11,잘보고 갑니다,절륜환관 103화,좋아요,댓글 달기
3822,천마,21.05.11,잘보고 갑니다,절륜환관 102화,좋아요,댓글 달기
3823,천마,21.05.11,잘보고 갑니다,절륜환관 101화,좋아요,댓글 달기
3824,천마,21.05.11,잘보고 갑니다,절륜환관 100화,좋아요,댓글 달기
3825,천마,21.05.11,잘보고 갑니다,절륜환관 99화,좋아요,댓글 달기
3826,천마,21.05.11,잘보고 갑니다,절륜환관 98화,좋아요,댓글 달기
3827,천마,21.05.11,잘보고 갑니다,절륜환관 96화,좋아요,댓글 달기
3828,천마,21.05.11,잘보고 갑니다,절륜환관 92화,좋아요,댓글 달기
3829,천마,21.05.11,잘보고 갑니다,절륜환관 91화,좋아요,댓글 달기
3830,셀세타,21.05.10,최우선 감시대상일텐데 쉽게 약을 구한거 아닌가 싶긴하지만 지무덤 지가판거마냥 춘약먹고 이유경을 덮치는?그림은 너무 클래식할거 같아서 아닐듯싶기도하고,절륜환관 181화,좋아요,1
3831,냐옹,21.05.10,햐  이글이  처녀작이라구요 ??,절륜환관,좋아요,댓글 달기
3832,천마,21.05.10,잘보고 갑니다,절륜환관 89화,좋아요,댓글 달기
3833,천마,21.05.10,잘보고 갑니다,절륜환관 88화,좋아요,댓글 달기
3834,천마,21.05.10,잘보고 갑니다,절륜환관 87화,좋아요,댓글 달기
3835,천마,21.05.10,잘보고 갑니다,절륜환관 86화,좋아요,댓글 달기
3836,천마,21.05.10,잘보고 갑니다,절륜환관 85화,좋아요,댓글 달기
3837,천마,21.05.10,잘보고 갑니다,절륜환관 84화,좋아요,댓글 달기
3838,천마,21.05.10,잘보고 갑니다,절륜환관 83화,좋아요,댓글 달기
3839,천마,21.05.10,잘보고 갑니다,절륜환관 82화,좋아요,댓글 달기
3840,천마,21.05.10,잘보고 갑니다,절륜환관 81화,좋아요,댓글 달기
3841,천마,21.05.10,잘보고 갑니다,절륜환관 80화,좋아요,1
3842,천마,21.05.10,잘보고 갑니다,절륜환관 79화,좋아요,댓글 달기
3843,천마,21.05.10,잘보고 갑니다,절륜환관 78화,좋아요,댓글 달기
3844,천마,21.05.10,잘보고 갑니다,절륜환관 77화,좋아요,댓글 달기
3845,천마,21.05.10,잘보고 갑니다,절륜환관 76화,좋아요,댓글 달기
3846,천마,21.05.10,잘보고 갑니다,절륜환관 74화,좋아요,댓글 달기
3847,천마,21.05.10,잘보고 갑니다,절륜환관 73화,좋아요,댓글 달기
3848,천마,21.05.10,잘보고 갑니다,절륜환관 72화,좋아요,댓글 달기
3849,천마,21.05.10,잘보고 갑니다,절륜환관 71화,좋아요,댓글 달기
3850,천마,21.05.10,잘보고 갑니다,절륜환관 70화,좋아요,댓글 달기
3851,천마,21.05.10,잘보고 갑니다,절륜환관 68화,좋아요,1
3852,천마,21.05.10,잘보고 갑니다,절륜환관 67화,좋아요,댓글 달기
3853,천마,21.05.10,잘보고 갑니다,절륜환관 66화,좋아요,댓글 달기
3854,천마,21.05.10,잘보고 갑니다,절륜환관 65화,좋아요,댓글 달기
3855,천마,21.05.10,잘보고 갑니다,절륜환관 64화,좋아요,댓글 달기
3856,천마,21.05.10,잘보고 갑니다,절륜환관 63화,좋아요,댓글 달기
3857,천마,21.05.10,잘보고 갑니다,절륜환관 62화,좋아요,댓글 달기
3858,천마,21.05.10,잘보고 갑니다,절륜환관 61화,좋아요,댓글 달기
3859,천마,21.05.10,잘보고 갑니다,절륜환관 60화,좋아요,댓글 달기
3860,천마,21.05.10,잘보고 갑니다,절륜환관 59화,좋아요,댓글 달기
3861,천마,21.05.10,잘보고 갑니다,절륜환관 58화,좋아요,댓글 달기
3862,천마,21.05.10,잘보고 갑니다,절륜환관 57화,좋아요,댓글 달기
3863,천마,21.05.10,잘보고 갑니다,절륜환관 56화,좋아요,댓글 달기
3864,천마,21.05.10,잘보고 갑니다,절륜환관 55화,좋아요,댓글 달기
3865,천마,21.05.10,잘보고 갑니다,절륜환관 54화,좋아요,댓글 달기
3866,천마,21.05.10,잘보고 갑니다,절륜환관 53화,좋아요,댓글 달기
3867,천마,21.05.10,잘보고 갑니다,절륜환관 52화,좋아요,댓글 달기
3868,천마,21.05.10,잘보고 갑니다,절륜환관 51화,좋아요,댓글 달기
3869,혼의이야기,21.05.09,ㅋㅋㅋㅋㅋㅋㅋㅋ 순간 전설의... 빛길이 생각낫네...후....,절륜환관 180화,좋아요,댓글 달기
3870,곽거병,21.05.09,유월루 공격했던 년한테 무슨! 걱정되네 조심하세요 작가님,절륜환관 172화,좋아요,댓글 달기
3871,정영기,21.05.09,드뎌  빠따가 등장하나요 숨어있느라 고생했다,절륜환관 180화,좋아요,댓글 달기
3872,늘푸르른남자,21.05.09,몰래 복용하고 궁에서 나갈때 탈태환골 핑계를 댈수 있게 되겠군요,절륜환관 180화,좋아요,댓글 달기
3873,앙후,21.05.09,"자신의 전립선은 소중한겁니다.
관리에 신경쓰세요",절륜환관 58화,좋아요,댓글 달기
3874,김신정,21.05.09,이제 새로운 시작이지요..좀 이제 화끈하게 가려나,절륜환관 180화,좋아요,댓글 달기
3875,ㄴㄴ,21.05.08,드뎌 눈치 안보고 다니겠네,절륜환관 180화,좋아요,댓글 달기
3876,더기준,21.05.08,20화 몰아봤더니 드디어 고자탈출각인가요 ~,절륜환관 179화,좋아요,댓글 달기
3877,전생자.G,21.05.08,제발 먹었으면 좋겠다....,절륜환관 179화,좋아요,댓글 달기
3878,호에에에에,21.05.08,아 앞으로 어떻게될지 기대되네,절륜환관 179화,좋아요,댓글 달기
3879,네메시스,21.05.07,왠지 저거 먹을 기회만 보고있다 수천계가 기습할때 부상당하고 그 치료로 주는거 아님??,절륜환관 179화,좋아요,댓글 달기
3880,돌팔이의사,21.05.07,가져가지만 일이 많이 터지겠지,절륜환관 179화,좋아요,댓글 달기
3881,IJ,21.05.07,자 이제 저거 먹고 가짜고자 신세 탈출하자ㅋㅋ,절륜환관 179화,좋아요,댓글 달기
3882,알보칠,21.05.07,두근두근,절륜환관 179화,좋아요,댓글 달기
3883,심숭,21.05.06,근데 환골탈태하고 장진명인거 알릴생각아니면 처라고 소개하면 안되지않나,절륜환관 178화,좋아요,댓글 달기
3884,mk,21.05.06,"과연 작가님이 주인공 꽃길을 허락할까ㅋㅋ
뭔가 뒤틀려서 개고생 할 느낌인데",절륜환관 178화,좋아요,댓글 달기
3885,JohnSmith,21.05.05,진짜 연출력 갑...,절륜환관 71화,좋아요,댓글 달기
3886,JohnSmith,21.05.05,왜이리 멋있냐,절륜환관 71화,좋아요,댓글 달기
3887,돌팔이의사,21.05.04,급하게 하느라 그런건지 검수를 서둘러서 그런건지 오타가 조금 보이네,절륜환관 177화,좋아요,댓글 달기
3888,행운유수,21.05.04,박력이~~,절륜환관 87화,좋아요,댓글 달기
3889,삼겹살김치볶음밥,21.05.03,고자탈출 도대체 언제하는겨 분량만으로 구천구검이었으면 300화는 되었을텬데 슬슬 치치네,절륜환관 176화,좋아요,1
3890,호에에에에,21.05.03,일등,절륜환관 176화,좋아요,댓글 달기
3891,✋발사,21.05.03,가 인가 부  인가,절륜환관 141화,좋아요,댓글 달기
3892,✋발사,21.05.03,제갈승무  가짜 아닐까,절륜환관 138화,좋아요,댓글 달기
3893,✋발사,21.05.03,나중에  내신 죽은걸로  처리하겠네,절륜환관 136화,좋아요,댓글 달기
3894,✋발사,21.05.03,그 입 다물라,절륜환관 132화,좋아요,댓글 달기
3895,늘푸르른남자,21.05.02,칼자루 ㅋㅋㅋ,절륜환관 175화,좋아요,댓글 달기
3896,늘푸르른남자,21.05.01,이번화를 요약하면 : 환관의 밤,절륜환관 174화,좋아요,댓글 달기
3897,정영기,21.05.01,햐 한번그냥 눈질끈감고 홍콩보내주자 ㅎ,절륜환관 174화,좋아요,댓글 달기
3898,흐구흐구,21.04.29,으아니 오늘은 연재 엄나욤?,절륜환관 172화,좋아요,댓글 달기
3899,늘푸르른남자,21.04.28,진짜 이유경은 첩으로 가냐?,절륜환관 171화,좋아요,댓글 달기
3900,곽거병,21.04.27,뇌관을 심어놨네 독고인가?,절륜환관 169화,좋아요,1
3901,곽거병,21.04.27,전투 묘사를 못견디나 보네 이정도면 전투 썩 괜찮은데,절륜환관 166화,좋아요,댓글 달기
3902,"'';,",21.04.27,요~오~오~옷~~~~~,절륜환관 69화,좋아요,댓글 달기
3903,재미따,21.04.26,끼요오옷! 중독성있다,절륜환관 69화,좋아요,댓글 달기
3904,✋발사,21.04.26,어떻게 관복 벗길지,절륜환관 91화,좋아요,댓글 달기
3905,✋발사,21.04.26,가,절륜환관 83화,좋아요,댓글 달기
3906,✋발사,21.04.26,가,절륜환관 78화,좋아요,댓글 달기
3907,"'';,",21.04.25,늪이네,절륜환관 68화,좋아요,댓글 달기
3908,잠수함,21.04.25,최고!!!!!!!!!!,절륜환관,좋아요,댓글 달기
3909,hky,21.04.24,근데 귀식대법은 사용하려면 내공 소모가 없나? 내공을 금제하지도 않고 왕 앞에 데려오지는 않았을텐데.,절륜환관 170화,좋아요,댓글 달기
3910,느린걸음,21.04.23,수천계에 12간지에 해당하는 인물이 있나?,절륜환관 170화,좋아요,댓글 달기
